Incident energy ; H2 MT=102 : (z,γ) ; H1 MT=2 : (z,elastic)
Incident energy ;  ; 
Incident energy ; σ(E) ; σ(E)
1.0214097519898493 ; 7.960446957855457E-5 ; 20.690245612167864
1.021644967355857 ; 7.959646864320228E-5 ; 20.690196894361257
1.02188023688844 ; 7.958846586535443E-5 ; 20.690148165335668
1.0221155606000722 ; 7.958046124458672E-5 ; 20.690099425088516
1.0223509385032303 ; 7.957245478047476E-5 ; 20.690050673617215
1.0225863706103937 ; 7.956444647259404E-5 ; 20.690001910919175
1.022821856934045 ; 7.955643632051997E-5 ; 20.68995313699182
1.023057397486669 ; 7.954842432382786E-5 ; 20.689904351832563
1.023292992280754 ; 7.954041048209292E-5 ; 20.68985555543881
1.0235286413287914 ; 7.953239479489028E-5 ; 20.68980674780798
1.0237643446432745 ; 7.952437726179494E-5 ; 20.689757928937485
1.0240001022367002 ; 7.951635788238184E-5 ; 20.689709098824736
1.0242359141215684 ; 7.950833665622576E-5 ; 20.689660257467143
1.0244717803103813 ; 7.950031358290146E-5 ; 20.689611404862116
1.0247077008156444 ; 7.949228866198356E-5 ; 20.689562541007064
1.0249436756498662 ; 7.948426189304657E-5 ; 20.689513665899398
1.0251797048255573 ; 7.947623327566493E-5 ; 20.689464779536532
1.0254157883552322 ; 7.946820280941297E-5 ; 20.689415881915863
1.0256519262514077 ; 7.946017049386492E-5 ; 20.68936697303481
1.0258881185266033 ; 7.945213632859492E-5 ; 20.689318052890773
1.026124365193342 ; 7.9444100313177E-5 ; 20.689269121481157
1.0263606662641496 ; 7.94360624471851E-5 ; 20.68922017880337
1.0265970217515539 ; 7.942802273019307E-5 ; 20.68917122485482
1.0268334316680865 ; 7.941998116177464E-5 ; 20.689122259632907
1.0270698960262818 ; 7.941193774150344E-5 ; 20.689073283135038
1.0273064148386766 ; 7.940389246895308E-5 ; 20.689024295358614
1.027542988117811 ; 7.939584534369693E-5 ; 20.688975296301038
1.0277796158762282 ; 7.938779636530838E-5 ; 20.688926285959717
1.0280162981264735 ; 7.937974553336069E-5 ; 20.688877264332046
1.0282530348810957 ; 7.937169284742698E-5 ; 20.688828231415428
1.0284898261526465 ; 7.93636383070803E-5 ; 20.688779187207267
1.02872667195368 ; 7.935558191189367E-5 ; 20.688730131704954
1.0289635722967538 ; 7.934752366143989E-5 ; 20.6886810649059
1.0292005271944282 ; 7.933946355529173E-5 ; 20.688631986807493
1.029437536659266 ; 7.933140159302186E-5 ; 20.688582897407134
1.0296746007038333 ; 7.932333777420285E-5 ; 20.688533796702224
1.0299117193406992 ; 7.931527209840716E-5 ; 20.688484684690156
1.0301488925824351 ; 7.930720456520713E-5 ; 20.688435561368326
1.030386120441616 ; 7.929913517417508E-5 ; 20.688386426734134
1.0306234029308194 ; 7.929106392488312E-5 ; 20.68833728078497
1.030860740062626 ; 7.928299081690335E-5 ; 20.68828812351823
1.0310981318496186 ; 7.927491584980776E-5 ; 20.688238954931307
1.031335578304384 ; 7.926683902316819E-5 ; 20.6881897750216
1.0315730794395113 ; 7.925876033655643E-5 ; 20.688140583786492
1.0318106352675922 ; 7.925067978954416E-5 ; 20.688091381223376
1.032048245801222 ; 7.924259738170295E-5 ; 20.68804216732965
1.0322859110529985 ; 7.923451311260428E-5 ; 20.687992942102703
1.0325236310355224 ; 7.922642698181953E-5 ; 20.687943705539922
1.0327614057613974 ; 7.921833898892E-5 ; 20.687894457638702
1.0329992352432302 ; 7.921024913347684E-5 ; 20.687845198396424
1.03323711949363 ; 7.920215741506116E-5 ; 20.687795927810484
1.0334750585252097 ; 7.919406383324392E-5 ; 20.68774664587826
1.033713052350584 ; 7.918596838759603E-5 ; 20.68769735259715
1.0339511009823714 ; 7.917787107768828E-5 ; 20.687648047964533
1.0341892044331928 ; 7.916977190309135E-5 ; 20.6875987319778
1.0344273627156726 ; 7.916167086337582E-5 ; 20.687549404634332
1.0346655758424372 ; 7.91535679581122E-5 ; 20.687500065931516
1.0349038438261167 ; 7.914546318687086E-5 ; 20.687450715866735
1.035142166679344 ; 7.913735654922211E-5 ; 20.687401354437377
1.0353805444147541 ; 7.912924804473615E-5 ; 20.687351981640816
1.0356189770449862 ; 7.912113767298306E-5 ; 20.687302597474446
1.0358574645826815 ; 7.911302543353284E-5 ; 20.687253201935636
1.0360960070404845 ; 7.910491132595538E-5 ; 20.687203795021777
1.0363346044310422 ; 7.909679534982051E-5 ; 20.687154376730245
1.036573256767005 ; 7.908867750469789E-5 ; 20.687104947058423
1.036811964061026 ; 7.908055779015714E-5 ; 20.68705550600368
1.0370507263257611 ; 7.907243620576776E-5 ; 20.68700605356341
1.0372895435738694 ; 7.906431275109915E-5 ; 20.686956589734983
1.0375284158180127 ; 7.90561874257206E-5 ; 20.686907114515773
1.0377673430708556 ; 7.904806022920134E-5 ; 20.686857627903166
1.0380063253450658 ; 7.903993116111047E-5 ; 20.68680812989453
1.0382453626533141 ; 7.903180022101697E-5 ; 20.686758620487247
1.038484455008274 ; 7.902366740848975E-5 ; 20.686709099678687
1.0387236024226219 ; 7.901553272309764E-5 ; 20.68665956746623
1.0389628049090367 ; 7.900739616440934E-5 ; 20.68661002384724
1.0392020624802014 ; 7.899925773199346E-5 ; 20.686560468819103
1.0394413751488008 ; 7.899111742541849E-5 ; 20.686510902379183
1.039680742927523 ; 7.898297524425285E-5 ; 20.686461324524856
1.0399201658290593 ; 7.897483118806485E-5 ; 20.68641173525349
1.0401596438661032 ; 7.896668525642271E-5 ; 20.68636213456245
1.040399177051352 ; 7.895853744889451E-5 ; 20.686312522449125
1.0406387653975053 ; 7.895038776504832E-5 ; 20.686262898910872
1.040878408917266 ; 7.894223620445198E-5 ; 20.686213263945056
1.0411181076233396 ; 7.893408276667336E-5 ; 20.686163617549056
1.0413578615284345 ; 7.892592745128014E-5 ; 20.686113959720235
1.0415976706452628 ; 7.891777025783995E-5 ; 20.686064290455953
1.0418375349865383 ; 7.89096111859203E-5 ; 20.686014609753588
1.0420774545649787 ; 7.89014502350886E-5 ; 20.6859649176105
1.0423174293933042 ; 7.889328740491217E-5 ; 20.68591521402406
1.042557459484238 ; 7.888512269495824E-5 ; 20.685865498991625
1.0427975448505062 ; 7.887695610479388E-5 ; 20.685815772510566
1.0430376855048382 ; 7.886878763398614E-5 ; 20.68576603457824
1.0432778814599657 ; 7.886061728210194E-5 ; 20.685716285192015
1.0435181327286236 ; 7.885244504870809E-5 ; 20.685666524349248
1.0437584393235502 ; 7.884427093337128E-5 ; 20.68561675204731
1.0439988012574857 ; 7.883609493565817E-5 ; 20.685566968283553
1.0442392185431744 ; 7.882791705513525E-5 ; 20.685517173055338
1.0444796911933625 ; 7.881973729136894E-5 ; 20.685467366360033
1.0447202192208 ; 7.881155564392557E-5 ; 20.685417548194987
1.0449608026382393 ; 7.880337211237134E-5 ; 20.68536771855757
1.0452014414584359 ; 7.879518669627238E-5 ; 20.68531787744513
1.0454421356941483 ; 7.87869993951947E-5 ; 20.68526802485503
1.0456828853581377 ; 7.877881020870421E-5 ; 20.685218160784622
1.0459236904631684 ; 7.877061913636676E-5 ; 20.68516828523127
1.046164551022008 ; 7.876242617774803E-5 ; 20.685118398192323
1.046405467047426 ; 7.875423133241366E-5 ; 20.68506849966514
1.0466464385521963 ; 7.874603459992916E-5 ; 20.685018589647072
1.0468874655490943 ; 7.873783597985996E-5 ; 20.684968668135475
1.0471285480508996 ; 7.872963547177135E-5 ; 20.684918735127702
1.0473696860703936 ; 7.872143307522859E-5 ; 20.6848687906211
1.0476108796203616 ; 7.871322878979674E-5 ; 20.684818834613033
1.0478521287135911 ; 7.870502261504086E-5 ; 20.684768867100843
1.0480934333628733 ; 7.869681455052586E-5 ; 20.684718888081882
1.0483347935810015 ; 7.868860459581654E-5 ; 20.684668897553504
1.0485762093807727 ; 7.868039275047763E-5 ; 20.684618895513054
1.0488176807749863 ; 7.867217901407376E-5 ; 20.684568881957887
1.049059207776445 ; 7.866396338616943E-5 ; 20.684518856885347
1.049300790397954 ; 7.865574586632904E-5 ; 20.68446882029278
1.0495424286523223 ; 7.864752645411695E-5 ; 20.68441877217753
1.049784122552361 ; 7.863930514909732E-5 ; 20.684368712536955
1.0500258721108844 ; 7.863108195083432E-5 ; 20.684318641368396
1.05026767734071 ; 7.862285685889191E-5 ; 20.684268558669192
1.0505095382546579 ; 7.861462987283404E-5 ; 20.684218464436697
1.0507514548655514 ; 7.860640099222452E-5 ; 20.684168358668245
1.050993427186217 ; 7.859817021662704E-5 ; 20.68411824136119
1.0512354552294831 ; 7.858993754560525E-5 ; 20.684068112512872
1.0514775390081823 ; 7.858170297872264E-5 ; 20.68401797212063
1.0517196785351497 ; 7.857346651554261E-5 ; 20.683967820181802
1.0519618738232228 ; 7.856522815562851E-5 ; 20.683917656693737
1.0522041248852432 ; 7.85569878985435E-5 ; 20.68386748165377
1.0524464317340543 ; 7.854874574385071E-5 ; 20.683817295059242
1.052688794382503 ; 7.854050169111319E-5 ; 20.6837670969075
1.0529312128434394 ; 7.85322557398938E-5 ; 20.68371688719587
1.0531736871297162 ; 7.852400788975535E-5 ; 20.683666665921695
1.0534162172541888 ; 7.851575814026056E-5 ; 20.683616433082314
1.0536588032297163 ; 7.850750649097203E-5 ; 20.683566188675062
1.0539014450691602 ; 7.849925294145228E-5 ; 20.683515932697276
1.0541441427853853 ; 7.849099749126372E-5 ; 20.683465665146294
1.0543868963912588 ; 7.848274013996863E-5 ; 20.683415386019444
1.0546297058996517 ; 7.847448088712922E-5 ; 20.683365095314066
1.0548725713234373 ; 7.84662197323076E-5 ; 20.683314793027492
1.0551154926754918 ; 7.845795667506578E-5 ; 20.683264479157057
1.055358469968695 ; 7.844969171496565E-5 ; 20.683214153700085
1.0556015032159294 ; 7.844142485156901E-5 ; 20.683163816653916
1.05584459243008 ; 7.843315608443754E-5 ; 20.683113468015883
1.0560877376240356 ; 7.842488541313287E-5 ; 20.683063107783312
1.0563309388106872 ; 7.841661283721651E-5 ; 20.683012735953533
1.0565741960029291 ; 7.840833835624981E-5 ; 20.682962352523873
1.0568175092136585 ; 7.840006196979409E-5 ; 20.68291195749167
1.0570608784557758 ; 7.839178367741054E-5 ; 20.68286155085424
1.0573043037421839 ; 7.838350347866028E-5 ; 20.68281113260892
1.0575477850857893 ; 7.837522137310425E-5 ; 20.682760702753033
1.057791322499501 ; 7.836693736030338E-5 ; 20.682710261283905
1.058034915996231 ; 7.835865143981845E-5 ; 20.682659808198864
1.0582785655888944 ; 7.835036361121015E-5 ; 20.68260934349523
1.0585222712904094 ; 7.834207387403906E-5 ; 20.682558867170332
1.058766033113697 ; 7.833378222786569E-5 ; 20.682508379221492
1.0590098510716812 ; 7.832548867225038E-5 ; 20.682457879646034
1.0592537251772889 ; 7.831719320675345E-5 ; 20.682407368441282
1.05949765544345 ; 7.830889583093509E-5 ; 20.682356845604556
1.0597416418830976 ; 7.830059654435536E-5 ; 20.682306311133175
1.0599856845091675 ; 7.829229534657424E-5 ; 20.682255765024465
1.0602297833345986 ; 7.828399223715162E-5 ; 20.68220520727574
1.060473938372333 ; 7.827568721564728E-5 ; 20.682154637884324
1.060718149635315 ; 7.826738028162089E-5 ; 20.682104056847535
1.060962417136493 ; 7.825907143463201E-5 ; 20.682053464162692
1.0612067408888175 ; 7.825076067424015E-5 ; 20.68200285982711
1.0614511209052426 ; 7.824244800000465E-5 ; 20.681952243838108
1.0616955571987245 ; 7.823413341148479E-5 ; 20.681901616193002
1.0619400497822238 ; 7.822581690823973E-5 ; 20.68185097688911
1.0621845986687024 ; 7.821749848982857E-5 ; 20.68180032592374
1.0624292038711265 ; 7.820917815581024E-5 ; 20.681749663294212
1.0626738654024648 ; 7.820085590574361E-5 ; 20.681698988997844
1.062918583275689 ; 7.819253173918746E-5 ; 20.681648303031942
1.0631633575037738 ; 7.818420565570043E-5 ; 20.68159760539382
1.0634081880996966 ; 7.81758776548411E-5 ; 20.681546896080793
1.0636530750764384 ; 7.816754773616792E-5 ; 20.681496175090167
1.0638980184469826 ; 7.815921589923925E-5 ; 20.68144544241926
1.0641430182243161 ; 7.815088214361333E-5 ; 20.681394698065382
1.0643880744214285 ; 7.814254646884832E-5 ; 20.681343942025837
1.0646331870513122 ; 7.813420887450227E-5 ; 20.681293174297934
1.064878356126963 ; 7.812586936013315E-5 ; 20.681242394878986
1.0651235816613795 ; 7.811752792529877E-5 ; 20.681191603766298
1.0653688636675633 ; 7.810918456955691E-5 ; 20.681140800957177
1.065614202158519 ; 7.81008392924652E-5 ; 20.681089986448928
1.0658595971472542 ; 7.809249209358117E-5 ; 20.68103916023886
1.0661050486467796 ; 7.808414297246229E-5 ; 20.680988322324282
1.0663505566701086 ; 7.807579192866586E-5 ; 20.68093747270249
1.066596121230258 ; 7.806743896174913E-5 ; 20.68088661137079
1.066841742340247 ; 7.805908407126925E-5 ; 20.68083573832649
1.0670874200130984 ; 7.805072725678325E-5 ; 20.68078485356689
1.067333154261838 ; 7.804236851784804E-5 ; 20.680733957089288
1.0675789450994941 ; 7.803400785402047E-5 ; 20.680683048890995
1.0678247925390985 ; 7.802564526485725E-5 ; 20.680632128969304
1.0680706965936855 ; 7.801728074991501E-5 ; 20.680581197321516
1.068316657276293 ; 7.800891430875027E-5 ; 20.680530253944937
1.0685626745999612 ; 7.800054594091946E-5 ; 20.680479298836858
1.068808748577734 ; 7.799217564597889E-5 ; 20.68042833199458
1.069054879222658 ; 7.798380342348477E-5 ; 20.680377353415405
1.0693010665477825 ; 7.797542927299322E-5 ; 20.680326363096626
1.0695473105661604 ; 7.796705319406025E-5 ; 20.68027536103554
1.0697936112908473 ; 7.795867518624176E-5 ; 20.68022434722944
1.0700399687349016 ; 7.795029524909358E-5 ; 20.68017332167563
1.070286382911385 ; 7.79419133821714E-5 ; 20.680122284371397
1.070532853833362 ; 7.79335295850308E-5 ; 20.680071235314035
1.0707793815139006 ; 7.792514385722733E-5 ; 20.680020174500843
1.0710259659660712 ; 7.791675619831633E-5 ; 20.67996910192911
1.0712726072029477 ; 7.790836660785314E-5 ; 20.679918017596126
1.0715193052376064 ; 7.789997508539293E-5 ; 20.67986692149919
1.0717660600831271 ; 7.78915816304908E-5 ; 20.679815813635585
1.0720128717525927 ; 7.788318624270172E-5 ; 20.679764694002607
1.0722597402590885 ; 7.78747889215806E-5 ; 20.679713562597538
1.0725066656157038 ; 7.786638966668221E-5 ; 20.679662419417678
1.0727536478355297 ; 7.785798847756123E-5 ; 20.679611264460306
1.0730006869316613 ; 7.784958535377224E-5 ; 20.679560097722714
1.0732477829171965 ; 7.784118029486971E-5 ; 20.679508919202192
1.0734949358052357 ; 7.783277330040801E-5 ; 20.679457728896022
1.0737421456088827 ; 7.782436436994144E-5 ; 20.67940652680149
1.0739894123412448 ; 7.781595350302411E-5 ; 20.67935531291588
1.0742367360154312 ; 7.780754069921015E-5 ; 20.679304087236485
1.0744841166445553 ; 7.779912595805345E-5 ; 20.67925284976058
1.0747315542417326 ; 7.779070927910794E-5 ; 20.679201600485452
1.0749790488200823 ; 7.778229066192732E-5 ; 20.679150339408388
1.075226600392726 ; 7.777387010606528E-5 ; 20.67909906652666
1.0754742089727887 ; 7.776544761107536E-5 ; 20.679047781837557
1.0757218745733985 ; 7.7757023176511E-5 ; 20.67899648533836
1.0759695972076864 ; 7.774859680192555E-5 ; 20.678945177026346
1.0762173768887862 ; 7.774016848687227E-5 ; 20.678893856898796
1.076465213629835 ; 7.773173823090425E-5 ; 20.67884252495299
1.0767131074439729 ; 7.772330603357458E-5 ; 20.678791181186206
1.0769610583443427 ; 7.771487189443617E-5 ; 20.67873982559572
1.077209066344091 ; 7.770643581304185E-5 ; 20.67868845817881
1.0774571314563668 ; 7.769799778894436E-5 ; 20.67863707893276
1.077705253694322 ; 7.768955782169631E-5 ; 20.678585687854834
1.0779534330711118 ; 7.768111591085023E-5 ; 20.678534284942312
1.0782016695998948 ; 7.767267205595853E-5 ; 20.67848287019247
1.0784499632938318 ; 7.766422625657353E-5 ; 20.678431443602584
1.0786983141660873 ; 7.765577851224744E-5 ; 20.67838000516992
1.0789467222298288 ; 7.764732882253236E-5 ; 20.67832855489176
1.0791951874982262 ; 7.763887718698034E-5 ; 20.67827709276537
1.0794437099844534 ; 7.763042360514323E-5 ; 20.67822561878802
1.0796922897016863 ; 7.762196807657285E-5 ; 20.67817413295699
1.0799409266631044 ; 7.76135106008209E-5 ; 20.67812263526954
1.0801896208818906 ; 7.760505117743897E-5 ; 20.678071125722944
1.08043837237123 ; 7.759658980597856E-5 ; 20.67801960431447
1.0806871811443115 ; 7.758812648599104E-5 ; 20.67796807104139
1.0809360472143263 ; 7.757966121702769E-5 ; 20.67791652590097
1.0811849705944692 ; 7.757119399863971E-5 ; 20.677864968890475
1.081433951297938 ; 7.756272483037816E-5 ; 20.67781340000717
1.0816829893379332 ; 7.755425371179404E-5 ; 20.67776181924833
1.0819320847276588 ; 7.754578064243819E-5 ; 20.677710226611207
1.0821812374803212 ; 7.753730562186138E-5 ; 20.677658622093077
1.0824304476091304 ; 7.752882864961429E-5 ; 20.6776070056912
1.0826797151272995 ; 7.752034972524746E-5 ; 20.677555377402836
1.0829290400480442 ; 7.751186884831136E-5 ; 20.67750373722525
1.0831784223845833 ; 7.750338601835634E-5 ; 20.677452085155707
1.0834278621501392 ; 7.749490123493264E-5 ; 20.677400421191464
1.0836773593579365 ; 7.748641449759042E-5 ; 20.677348745329784
1.0839269140212036 ; 7.747792580587972E-5 ; 20.67729705756793
1.0841765261531715 ; 7.746943515935045E-5 ; 20.677245357903157
1.0844261957670742 ; 7.74609425575525E-5 ; 20.677193646332725
1.0846759228761493 ; 7.745244800003555E-5 ; 20.677141922853895
1.0849257074936371 ; 7.744395148634923E-5 ; 20.677090187463918
1.0851755496327806 ; 7.74354530160431E-5 ; 20.67703844016006
1.0854254493068263 ; 7.742695258866656E-5 ; 20.67698668093957
1.0856754065290235 ; 7.741845020376891E-5 ; 20.676934909799712
1.085925421312625 ; 7.740994586089939E-5 ; 20.67688312673773
1.086175493670886 ; 7.740143955960708E-5 ; 20.676831331750886
1.0864256236170655 ; 7.739293129944101E-5 ; 20.676779524836434
1.0866758111644248 ; 7.738442107995007E-5 ; 20.676727705991624
1.0869260563262284 ; 7.737590890068307E-5 ; 20.67667587521371
1.0871763591157444 ; 7.736739476118867E-5 ; 20.676624032499948
1.0874267195462437 ; 7.735887866101547E-5 ; 20.676572177847582
1.0876771376309997 ; 7.735036059971199E-5 ; 20.676520311253867
1.0879276133832898 ; 7.734184057682657E-5 ; 20.676468432716057
1.0881781468163936 ; 7.733331859190751E-5 ; 20.67641654223139
1.0884287379435942 ; 7.732479464450298E-5 ; 20.676364639797125
1.0886793867781777 ; 7.731626873416105E-5 ; 20.676312725410504
1.0889300933334334 ; 7.730774086042966E-5 ; 20.676260799068782
1.0891808576226534 ; 7.729921102285669E-5 ; 20.676208860769197
1.089431679659133 ; 7.72906792209899E-5 ; 20.676156910509
1.0896825594561705 ; 7.728214545437695E-5 ; 20.67610494828544
1.089933497027067 ; 7.727360972256538E-5 ; 20.676052974095754
1.0901844923851276 ; 7.726507202510262E-5 ; 20.676000987937194
1.0904355455436594 ; 7.725653236153603E-5 ; 20.675948989806997
1.090686656515973 ; 7.724799073141283E-5 ; 20.67589697970241
1.090937825315382 ; 7.723944713428017E-5 ; 20.67584495762068
1.0911890519552032 ; 7.723090156968506E-5 ; 20.67579292355904
1.0914403364487566 ; 7.722235403717441E-5 ; 20.675740877514734
1.0916916788093647 ; 7.721380453629508E-5 ; 20.675688819485003
1.0919430790503535 ; 7.720525306659377E-5 ; 20.675636749467092
1.0921945371850519 ; 7.719669962761707E-5 ; 20.675584667458235
1.0924460532267923 ; 7.71881442189115E-5 ; 20.67553257345567
1.0926976271889095 ; 7.717958684002346E-5 ; 20.675480467456634
1.0929492590847418 ; 7.717102749049924E-5 ; 20.67542834945837
1.0932009489276306 ; 7.716246616988503E-5 ; 20.67537621945811
1.0934526967309202 ; 7.715390287772693E-5 ; 20.675324077453094
1.0937045025079577 ; 7.714533761357091E-5 ; 20.675271923440555
1.093956366272094 ; 7.713677037696287E-5 ; 20.675219757417725
1.0942082880366821 ; 7.712820116744857E-5 ; 20.675167579381842
1.0944602678150792 ; 7.711962998457367E-5 ; 20.67511538933014
1.094712305620645 ; 7.711105682788374E-5 ; 20.675063187259852
1.094964401466742 ; 7.710248169692425E-5 ; 20.67501097316821
1.0952165553667361 ; 7.709390459124054E-5 ; 20.674958747052443
1.0954687673339962 ; 7.708532551037787E-5 ; 20.674906508909785
1.0957210373818946 ; 7.70767444538814E-5 ; 20.67485425873746
1.0959733655238062 ; 7.706816142129614E-5 ; 20.67480199653271
1.0962257517731093 ; 7.705957641216704E-5 ; 20.674749722292756
1.096478196143185 ; 7.705098942603895E-5 ; 20.674697436014824
1.0967306986474177 ; 7.704240046245657E-5 ; 20.674645137696146
1.0969832592991948 ; 7.703380952096454E-5 ; 20.674592827333953
1.097235878111907 ; 7.702521660110737E-5 ; 20.674540504925464
1.0974885550989477 ; 7.701662170242946E-5 ; 20.674488170467907
1.0977412902737136 ; 7.700802482447514E-5 ; 20.67443582395851
1.0979940836496045 ; 7.699942596678859E-5 ; 20.674383465394495
1.0982469352400233 ; 7.699082512891392E-5 ; 20.674331094773088
